Year, Month, Monthly_MSL, Linear_Trend, High_Conf., Low_Conf.
1996,6,0.005,0.022,0.028,0.016,
1996,7,0.040,0.022,0.028,0.016,
1996,8,0.010,0.022,0.029,0.016,
1996,9,0.110,0.023,0.029,0.016,
1996,10,0.087,0.023,0.029,0.017,
1996,11,0.070,0.023,0.029,0.017,
1996,12,0.141,0.023,0.029,0.017,
1997,1,0.084,0.023,0.030,0.017,
1997,2,0.058,0.024,0.030,0.017,
1997,3,0.049,0.024,0.030,0.018,
1997,4,0.124,0.024,0.030,0.018,
1997,5,0.036,0.024,0.031,0.018,
1997,6,0.044,0.024,0.031,0.018,
1997,7,-0.004,0.025,0.031,0.018,
1997,8,0.025,0.025,0.031,0.018,
1997,9,0.021,0.025,0.031,0.019,
1997,10,0.024,0.025,0.032,0.019,
1997,11,0.058,0.025,0.032,0.019,
1997,12,0.055,0.026,0.032,0.019,
1998,1,0.122,0.026,0.032,0.019,
1998,2,0.186,0.026,0.032,0.020,
1998,3,0.078,0.026,0.033,0.020,
1998,4,0.093,0.026,0.033,0.020,
1998,5,0.113,0.027,0.033,0.020,
1998,6,0.086,0.027,0.033,0.020,
1998,7,0.073,0.027,0.033,0.021,
1998,8,0.026,0.027,0.034,0.021,
1998,9,0.061,0.027,0.034,0.021,
1998,10,-0.018,0.028,0.034,0.021,
1998,11,-0.005,0.028,0.034,0.021,
1998,12,0.009,0.028,0.035,0.022,
1999,1,0.010,0.028,0.035,0.022,
1999,2,0.117,0.028,0.035,0.022,
1999,3,0.020,0.029,0.035,0.022,
1999,4,0.042,0.029,0.035,0.022,
1999,5,0.021,0.029,0.036,0.022,
1999,6,-0.018,0.029,0.036,0.023,
1999,7,0.030,0.029,0.036,0.023,
1999,8,0.041,0.030,0.036,0.023,
1999,9,0.042,0.030,0.036,0.023,
1999,10,-0.011,0.030,0.037,0.023,
1999,11,-0.018,0.030,0.037,0.024,
1999,12,-0.003,0.030,0.037,0.024,
2000,1,-0.061,0.031,0.037,0.024,
2000,2,-0.065,0.031,0.037,0.024,
2000,3,0.034,0.031,0.038,0.024,
2000,4,0.025,0.031,0.038,0.025,
2000,5,0.048,0.031,0.038,0.025,
2000,6,0.001,0.032,0.038,0.025,
2000,7,0.039,0.032,0.039,0.025,
2000,8,0.011,0.032,0.039,0.025,
2000,9,0.014,0.032,0.039,0.025,
2000,10,-0.034,0.032,0.039,0.026,
2000,11,0.047,0.033,0.039,0.026,
2000,12,-0.055,0.033,0.040,0.026,
2001,1,0.040,0.033,0.040,0.026,
2001,2,-0.054,0.033,0.040,0.026,
2001,3,0.054,0.033,0.040,0.027,
2001,4,0.003,0.034,0.040,0.027,
2001,5,0.010,0.034,0.041,0.027,
2001,6,0.008,0.034,0.041,0.027,
2001,7,0.024,0.034,0.041,0.027,
2001,8,0.023,0.034,0.041,0.028,
2001,9,0.051,0.035,0.041,0.028,
2001,10,0.006,0.035,0.042,0.028,
2001,11,-0.011,0.035,0.042,0.028,
2001,12,0.043,0.035,0.042,0.028,
2002,1,-0.005,0.035,0.042,0.028,
2002,2,0.078,0.036,0.043,0.029,
2002,3,-0.066,0.036,0.043,0.029,
2002,4,-0.031,0.036,0.043,0.029,
2002,5,-0.025,0.036,0.043,0.029,
2002,6,-0.007,0.036,0.043,0.029,
2002,7,0.001,0.037,0.044,0.030,
2002,8,0.003,0.037,0.044,0.030,
2002,9,0.030,0.037,0.044,0.030,
2002,10,0.029,0.037,0.044,0.030,
2002,11,-0.013,0.037,0.044,0.030,
2002,12,0.024,0.038,0.045,0.031,
2003,1,-0.024,0.038,0.045,0.031,
2003,2,-0.098,0.038,0.045,0.031,
2003,3,0.023,0.038,0.045,0.031,
2003,4,0.004,0.038,0.046,0.031,
2003,5,0.017,0.039,0.046,0.031,
2003,6,0.043,0.039,0.046,0.032,
2003,7,0.038,0.039,0.046,0.032,
2003,8,0.042,0.039,0.046,0.032,
2003,9,0.064,0.039,0.047,0.032,
2003,10,0.019,0.040,0.047,0.032,
2003,11,0.011,0.040,0.047,0.033,
2003,12,0.044,0.040,0.047,0.033,
2004,1,0.014,0.040,0.047,0.033,
2004,2,-0.029,0.040,0.048,0.033,
2004,3,-0.019,0.041,0.048,0.033,
2004,4,-0.021,0.041,0.048,0.034,
2004,5,-0.007,0.041,0.048,0.034,
2004,6,0.002,0.041,0.049,0.034,
2004,7,0.009,0.041,0.049,0.034,
2004,8,0.015,0.042,0.049,0.034,
2004,9,0.026,0.042,0.049,0.034,
2004,10,0.098,0.042,0.049,0.035,
2004,11,0.043,0.042,0.050,0.035,
2004,12,0.065,0.042,0.050,0.035,
2005,1,0.082,0.043,0.050,0.035,
2005,2,0.089,0.043,0.050,0.035,
2005,3,0.089,0.043,0.050,0.036,
2005,4,0.144,0.043,0.051,0.036,
2005,5,0.112,0.043,0.051,0.036,
2005,6,0.083,0.044,0.051,0.036,
2005,7,0.062,0.044,0.051,0.036,
2005,8,0.058,0.044,0.052,0.037,
2005,9,0.036,0.044,0.052,0.037,
2005,10,0.069,0.044,0.052,0.037,
2005,11,0.060,0.045,0.052,0.037,
2005,12,0.030,0.045,0.052,0.037,
2006,1,0.092,0.045,0.053,0.037,
2006,2,0.062,0.045,0.053,0.038,
2006,3,0.025,0.045,0.053,0.038,
2006,4,0.024,0.046,0.053,0.038,
2006,5,0.085,0.046,0.053,0.038,
2006,6,0.068,0.046,0.054,0.038,
2006,7,0.062,0.046,0.054,0.039,
2006,8,0.061,0.046,0.054,0.039,
2006,9,0.085,0.047,0.054,0.039,
2006,10,0.077,0.047,0.054,0.039,
2006,11,0.073,0.047,0.055,0.039,
2006,12,0.015,0.047,0.055,0.040,
2007,1,0.033,0.047,0.055,0.040,
2007,2,-0.062,0.048,0.055,0.040,
2007,3,-0.084,0.048,0.056,0.040,
2007,4,0.064,0.048,0.056,0.040,
2007,5,-0.021,0.048,0.056,0.040,
2007,6,0.062,0.048,0.056,0.041,
2007,7,0.043,0.049,0.056,0.041,
2007,8,0.043,0.049,0.057,0.041,
2007,9,0.007,0.049,0.057,0.041,
2007,10,0.065,0.049,0.057,0.041,
2007,11,0.014,0.049,0.057,0.042,
2007,12,0.005,0.050,0.057,0.042,
2008,1,0.048,0.050,0.058,0.042,
2008,2,0.044,0.050,0.058,0.042,
2008,3,0.033,0.050,0.058,0.042,
2008,4,0.032,0.050,0.058,0.042,
2008,5,0.121,0.051,0.059,0.043,
2008,6,0.057,0.051,0.059,0.043,
2008,7,0.053,0.051,0.059,0.043,
2008,8,0.047,0.051,0.059,0.043,
2008,9,0.048,0.051,0.059,0.043,
2008,10,0.073,0.052,0.060,0.044,
2008,11,0.051,0.052,0.060,0.044,
2008,12,0.004,0.052,0.060,0.044,
2009,1,0.014,0.052,0.060,0.044,
2009,2,0.067,0.052,0.061,0.044,
2009,3,0.037,0.053,0.061,0.045,
2009,4,0.050,0.053,0.061,0.045,
2009,5,0.039,0.053,0.061,0.045,
2009,6,0.122,0.053,0.061,0.045,
2009,7,0.125,0.053,0.062,0.045,
2009,8,0.075,0.054,0.062,0.045,
2009,9,0.083,0.054,0.062,0.046,
2009,10,0.116,0.054,0.062,0.046,
2009,11,0.107,0.054,0.062,0.046,
2009,12,0.076,0.054,0.063,0.046,
2010,1,0.120,0.055,0.063,0.046,
2010,2,0.185,0.055,0.063,0.047,
2010,3,0.219,0.055,0.063,0.047,
2010,4,0.145,0.055,0.064,0.047,
2010,5,0.086,0.055,0.064,0.047,
2010,6,0.121,0.056,0.064,0.047,
2010,7,0.083,0.056,0.064,0.048,
2010,8,0.108,0.056,0.064,0.048,
2010,9,0.116,0.056,0.065,0.048,
2010,10,0.093,0.056,0.065,0.048,
2010,11,0.105,0.057,0.065,0.048,
2010,12,0.138,0.057,0.065,0.048,
2011,1,0.086,0.057,0.065,0.049,
2011,2,0.070,0.057,0.066,0.049,
2011,3,0.072,0.057,0.066,0.049,
2011,4,0.089,0.058,0.066,0.049,
2011,5,0.133,0.058,0.066,0.049,
2011,6,0.136,0.058,0.067,0.050,
2011,7,0.125,0.058,0.067,0.050,
2011,8,0.156,0.058,0.067,0.050,
2011,9,0.121,0.059,0.067,0.050,
2011,10,0.127,0.059,0.067,0.050,
2011,11,0.067,0.059,0.068,0.050,
2011,12,0.080,0.059,0.068,0.051,
2012,1,0.064,0.059,0.068,0.051,
2012,2,0.054,0.060,0.068,0.051,
2012,3,0.061,0.060,0.068,0.051,
2012,4,0.108,0.060,0.069,0.051,
2012,5,0.068,0.060,0.069,0.052,
2012,6,0.131,0.060,0.069,0.052,
2012,7,0.086,0.061,0.069,0.052,
2012,8,0.099,0.061,0.070,0.052,
2012,9,0.064,0.061,0.070,0.052,
2012,10,0.124,0.061,0.070,0.052,
2012,11,0.064,0.061,0.070,0.053,
2012,12,0.141,0.062,0.070,0.053,
2013,1,0.043,0.062,0.071,0.053,
2013,2,0.043,0.062,0.071,0.053,
2013,3,0.160,0.062,0.071,0.053,
2013,4,0.032,0.062,0.071,0.054,
2013,5,0.031,0.063,0.071,0.054,
2013,6,0.089,0.063,0.072,0.054,
2013,7,0.106,0.063,0.072,0.054,
2013,9,0.090,0.063,0.072,0.055,
2013,10,0.093,0.064,0.073,0.055,
2013,11,-0.009,0.064,0.073,0.055,
2013,12,0.021,0.064,0.073,0.055,
2014,1,0.015,0.064,0.073,0.055,
2014,2,-0.012,0.064,0.073,0.055,
2014,3,0.004,0.065,0.074,0.056,
2014,4,0.066,0.065,0.074,0.056,
2014,5,0.082,0.065,0.074,0.056,
2014,6,0.069,0.065,0.074,0.056,
2014,7,0.073,0.065,0.074,0.056,
2014,8,0.086,0.066,0.075,0.057,
2014,9,0.068,0.066,0.075,0.057,
2014,10,0.124,0.066,0.075,0.057,
2014,11,0.040,0.066,0.075,0.057,
2014,12,0.097,0.066,0.076,0.057,
2015,1,-0.013,0.067,0.076,0.057,
2015,2,-0.004,0.067,0.076,0.058,
2015,3,-0.070,0.067,0.076,0.058,
2015,4,0.005,0.067,0.076,0.058,
2015,5,-0.033,0.067,0.077,0.058,
2015,6,0.028,0.068,0.077,0.058,
2015,7,0.096,0.068,0.077,0.059,
2015,8,0.077,0.068,0.077,0.059,
2015,9,0.073,0.068,0.078,0.059,
2015,10,0.073,0.068,0.078,0.059,
2015,11,0.023,0.069,0.078,0.059,
2015,12,0.087,0.069,0.078,0.059,
2016,1,0.118,0.069,0.078,0.060,
2016,2,0.099,0.069,0.079,0.060,
2016,3,0.102,0.069,0.079,0.060,
2016,4,0.116,0.070,0.079,0.060,
2016,5,0.086,0.070,0.079,0.060,
2016,6,0.103,0.070,0.079,0.061,
2016,7,0.107,0.070,0.080,0.061,
2016,8,0.086,0.070,0.080,0.061,
2016,9,0.102,0.071,0.080,0.061,
2016,10,0.078,0.071,0.080,0.061,
2016,11,0.068,0.071,0.081,0.062,
2016,12,0.049,0.071,0.081,0.062,
2017,1,0.098,0.071,0.081,0.062,
2017,2,0.092,0.072,0.081,0.062,
2017,3,-0.041,0.072,0.081,0.062,
2017,4,0.123,0.072,0.082,0.062,
2017,5,0.166,0.072,0.082,0.063,
2017,6,0.131,0.072,0.082,0.063,
2017,7,0.126,0.073,0.082,0.063,
2017,8,0.109,0.073,0.082,0.063,
2017,9,0.114,0.073,0.083,0.063,
2017,10,0.108,0.073,0.083,0.064,
2017,11,0.084,0.073,0.083,0.064,
2017,12,0.038,0.074,0.083,0.064,
2018,1,-0.004,0.074,0.084,0.064,
2018,2,-0.005,0.074,0.084,0.064,
2018,3,0.200,0.074,0.084,0.064,
2018,4,0.066,0.074,0.084,0.065,
2018,5,0.072,0.075,0.084,0.065,
2018,6,0.122,0.075,0.085,0.065,
2018,7,0.083,0.075,0.085,0.065,
2018,8,0.119,0.075,0.085,0.065,
2018,9,0.135,0.075,0.085,0.066,
2018,12,0.137,0.076,0.086,0.066,
2019,1,0.145,0.076,0.086,0.066,
2019,2,0.047,0.076,0.086,0.066,
2019,3,0.086,0.077,0.087,0.067,
2019,4,0.090,0.077,0.087,0.067,
2019,5,0.148,0.077,0.087,0.067,
2019,6,0.137,0.077,0.087,0.067,
2019,7,0.133,0.077,0.087,0.067,
2019,8,0.135,0.078,0.088,0.068,
2019,9,0.123,0.078,0.088,0.068,
2019,10,0.171,0.078,0.088,0.068,
2019,11,0.127,0.078,0.088,0.068,
2019,12,0.131,0.078,0.089,0.068,
2020,1,0.153,0.079,0.089,0.069,
2020,2,0.118,0.079,0.089,0.069,
2020,3,0.137,0.079,0.089,0.069,
2020,4,0.177,0.079,0.089,0.069,
2020,5,0.061,0.079,0.090,0.069,
2020,6,0.111,0.080,0.090,0.069,
2020,7,0.143,0.080,0.090,0.070,
2020,8,0.117,0.080,0.090,0.070,
2020,9,0.106,0.080,0.090,0.070,
2020,10,0.084,0.080,0.091,0.070,
2020,11,0.063,0.081,0.091,0.070,
2020,12,0.145,0.081,0.091,0.071,
2021,1,0.186,0.081,0.091,0.071,
2021,2,0.148,0.081,0.092,0.071,
